,CVE_ENT,CVE_MUN,NOM_MUN,NOM_ENT
1902,29,039,Xaloztoc,Tlaxcala
1903,29,029,Tepeyanco,Tlaxcala
1904,29,044,Zacatelco,Tlaxcala
1905,29,050,San Francisco Tetlanohcan,Tlaxcala
1906,29,011,Muñoz de Domingo Arenas,Tlaxcala
1907,29,009,Cuaxomulco,Tlaxcala
1908,29,041,Papalotla de Xicohténcatl,Tlaxcala
1909,29,055,San Lucas Tecopilco,Tlaxcala
1910,29,015,Ixtacuixtla de Mariano Matamoros,Tlaxcala
1911,29,054,San Lorenzo Axocomanitla,Tlaxcala
1912,29,040,Xaltocan,Tlaxcala
1913,29,013,Huamantla,Tlaxcala
1914,29,030,Terrenate,Tlaxcala
1915,29,028,Teolocholco,Tlaxcala
1916,29,012,Españita,Tlaxcala
1917,29,010,Chiautempan,Tlaxcala
1918,29,034,Tlaxco,Tlaxcala
1919,29,022,Acuamanala de Miguel Hidalgo,Tlaxcala
1920,29,052,San José Teacalco,Tlaxcala
1921,29,016,Ixtenco,Tlaxcala
1922,29,047,Lázaro Cárdenas,Tlaxcala
1923,29,020,Sanctórum de Lázaro Cárdenas,Tlaxcala
1924,29,035,Tocatlán,Tlaxcala
1925,29,048,La Magdalena Tlaltelulco,Tlaxcala
1926,29,027,Tenancingo,Tlaxcala
1927,29,019,Tepetitla de Lardizábal,Tlaxcala
1928,29,036,Totolac,Tlaxcala
1929,29,042,Xicohtzinco,Tlaxcala
1930,29,005,Apizaco,Tlaxcala
1931,29,018,Contla de Juan Cuamatzi,Tlaxcala
1932,29,059,Santa Cruz Quilehtla,Tlaxcala
1933,29,002,Apetatitlán de Antonio Carvajal,Tlaxcala
1934,29,026,Santa Cruz Tlaxcala,Tlaxcala
1935,29,007,El Carmen Tequexquitla,Tlaxcala
1936,29,060,Santa Isabel Xiloxoxtla,Tlaxcala
1937,29,046,Emiliano Zapata,Tlaxcala
1938,29,021,Nanacamilpa de Mariano Arista,Tlaxcala
1939,29,038,Tzompantepec,Tlaxcala
1940,29,043,Yauhquemehcan,Tlaxcala
1941,29,001,Amaxac de Guerrero,Tlaxcala
1942,29,017,Mazatecochco de José María Morelos,Tlaxcala
1943,29,049,San Damián Texóloc,Tlaxcala
1944,29,058,Santa Catarina Ayometla,Tlaxcala
1945,29,025,San Pablo del Monte,Tlaxcala
1946,29,032,Tetlatlahuca,Tlaxcala
1947,29,024,Panotla,Tlaxcala
1948,29,031,Tetla de la Solidaridad,Tlaxcala
1949,29,037,Ziltlaltépec de Trinidad Sánchez Santos,Tlaxcala
1950,29,057,Santa Apolonia Teacalco,Tlaxcala
1951,29,004,Atltzayanca,Tlaxcala
1952,29,014,Hueyotlipan,Tlaxcala
1953,29,033,Tlaxcala,Tlaxcala
1954,29,003,Atlangatepec,Tlaxcala
1955,29,008,Cuapiaxtla,Tlaxcala
1956,29,006,Calpulalpan,Tlaxcala
1957,30,059,Chinameca,Veracruz de Ignacio de la Llave
1958,30,018,Aquila,Veracruz de Ignacio de la Llave
1959,30,208,Carlos A. Carrillo,Veracruz de Ignacio de la Llave
1960,30,136,Rafael Lucio,Veracruz de Ignacio de la Llave
1961,30,073,Hueyapan de Ocampo,Veracruz de Ignacio de la Llave
1962,30,196,Yanga,Veracruz de Ignacio de la Llave
1963,30,182,Tlalnelhuayocan,Veracruz de Ignacio de la Llave
1964,30,171,Texhuacán,Veracruz de Ignacio de la Llave
1965,30,061,Las Choapas,Veracruz de Ignacio de la Llave
1966,30,095,Juchique de Ferrer,Veracruz de Ignacio de la Llave
1967,30,031,Carrillo Puerto,Veracruz de Ignacio de la Llave
1968,30,154,Tantima,Veracruz de Ignacio de la Llave
1969,30,144,Sayula de Alemán,Veracruz de Ignacio de la Llave
1970,30,142,San Juan Evangelista,Veracruz de Ignacio de la Llave
1971,30,149,Soteapan,Veracruz de Ignacio de la Llave
1972,30,107,Las Minas,Veracruz de Ignacio de la Llave
1973,30,156,Tatatila,Veracruz de Ignacio de la Llave
1974,30,168,Tequila,Veracruz de Ignacio de la Llave
1975,30,117,Omealca,Veracruz de Ignacio de la Llave
1976,30,163,Tenochtitlán,Veracruz de Ignacio de la Llave
1977,30,184,Tlaquilpa,Veracruz de Ignacio de la Llave
1978,30,072,Huayacocotla,Veracruz de Ignacio de la Llave
1979,30,081,Ixhuatlancillo,Veracruz de Ignacio de la Llave
1980,30,138,Río Blanco,Veracruz de Ignacio de la Llave
1981,30,199,Zaragoza,Veracruz de Ignacio de la Llave
1982,30,140,San Andrés Tenejapan,Veracruz de Ignacio de la Llave
1983,30,054,Chacaltianguis,Veracruz de Ignacio de la Llave
1984,30,074,Huiloapan de Cuauhtémoc,Veracruz de Ignacio de la Llave
1985,30,120,Oteapan,Veracruz de Ignacio de la Llave
1986,30,210,Uxpanapa,Veracruz de Ignacio de la Llave
1987,30,190,Tuxtilla,Veracruz de Ignacio de la Llave
1988,30,127,La Perla,Veracruz de Ignacio de la Llave
1989,30,002,Acatlán,Veracruz de Ignacio de la Llave
1990,30,100,Manlio Fabio Altamirano,Veracruz de Ignacio de la Llave
1991,30,145,Soconusco,Veracruz de Ignacio de la Llave
1992,30,118,Orizaba,Veracruz de Ignacio de la Llave
1993,30,007,Camarón de Tejeda,Veracruz de Ignacio de la Llave
1994,30,042,Colipa,Veracruz de Ignacio de la Llave
1995,30,008,Alpatláhuac,Veracruz de Ignacio de la Llave
1996,30,162,Tenampa,Veracruz de Ignacio de la Llave
1997,30,005,Acula,Veracruz de Ignacio de la Llave
1998,30,088,Jalcomulco,Veracruz de Ignacio de la Llave
1999,30,101,Mariano Escobedo,Veracruz de Ignacio de la Llave
2000,30,047,Coscomatepec,Veracruz de Ignacio de la Llave
2001,30,004,Actopan,Veracruz de Ignacio de la Llave
2002,30,170,Texcatepec,Veracruz de Ignacio de la Llave
2003,30,189,Tuxpan,Veracruz de Ignacio de la Llave
2004,30,015,Angel R. Cabada,Veracruz de Ignacio de la Llave
2005,30,116,Oluta,Veracruz de Ignacio de la Llave
2006,30,112,Naolinco,Veracruz de Ignacio de la Llave
2007,30,057,Chiconquiaco,Veracruz de Ignacio de la Llave
2008,30,143,Santiago Tuxtla,Veracruz de Ignacio de la Llave
2009,30,087,Xalapa,Veracruz de Ignacio de la Llave
2010,30,055,Chalma,Veracruz de Ignacio de la Llave
2011,30,051,Coyutla,Veracruz de Ignacio de la Llave
2012,30,063,Chontla,Veracruz de Ignacio de la Llave
2013,30,043,Comapa,Veracruz de Ignacio de la Llave
2014,30,029,Calcahualco,Veracruz de Ignacio de la Llave
2015,30,155,Tantoyuca,Veracruz de Ignacio de la Llave
2016,30,202,Zontecomatlán de López y Fuentes,Veracruz de Ignacio de la Llave
2017,30,211,San Rafael,Veracruz de Ignacio de la Llave
2018,30,060,Chinampa de Gorostiza,Veracruz de Ignacio de la Llave
2019,30,158,Tecolutla,Veracruz de Ignacio de la Llave
2020,30,180,Tlachichilco,Veracruz de Ignacio de la Llave
2021,30,010,Altotonga,Veracruz de Ignacio de la Llave
2022,30,175,Tihuatlán,Veracruz de Ignacio de la Llave
2023,30,102,Martínez de la Torre,Veracruz de Ignacio de la Llave
2024,30,181,Tlalixcoyan,Veracruz de Ignacio de la Llave
2025,30,036,Coacoatzintla,Veracruz de Ignacio de la Llave
2026,30,188,Totutla,Veracruz de Ignacio de la Llave
2027,30,150,Tamalín,Veracruz de Ignacio de la Llave
2028,30,079,Ixhuacán de los Reyes,Veracruz de Ignacio de la Llave
2029,30,161,Tempoal,Veracruz de Ignacio de la Llave
2030,30,027,Benito Juárez,Veracruz de Ignacio de la Llave
2031,30,048,Cosoleacaque,Veracruz de Ignacio de la Llave
2032,30,094,Juan Rodríguez Clara,Veracruz de Ignacio de la Llave
2033,30,201,Zongolica,Veracruz de Ignacio de la Llave
2034,30,113,Naranjal,Veracruz de Ignacio de la Llave
2035,30,037,Coahuitlán,Veracruz de Ignacio de la Llave
2036,30,147,Soledad Atzompa,Veracruz de Ignacio de la Llave
2037,30,198,Zacualpan,Veracruz de Ignacio de la Llave
2038,30,134,Puente Nacional,Veracruz de Ignacio de la Llave
2039,30,108,Minatitlán,Veracruz de Ignacio de la Llave
2040,30,124,Papantla,Veracruz de Ignacio de la Llave
2041,30,125,Paso del Macho,Veracruz de Ignacio de la Llave
2042,30,148,Soledad de Doblado,Veracruz de Ignacio de la Llave
2043,30,058,Chicontepec,Veracruz de Ignacio de la Llave
2044,30,091,Jesús Carranza,Veracruz de Ignacio de la Llave
2045,30,013,Naranjos Amatlán,Veracruz de Ignacio de la Llave
2046,30,169,José Azueta,Veracruz de Ignacio de la Llave
2047,30,014,Amatlán de los Reyes,Veracruz de Ignacio de la Llave
2048,30,178,Tlacotalpan,Veracruz de Ignacio de la Llave
2049,30,038,Coatepec,Veracruz de Ignacio de la Llave
2050,30,212,Santiago Sochiapan,Veracruz de Ignacio de la Llave
2051,30,141,San Andrés Tuxtla,Veracruz de Ignacio de la Llave
2052,30,083,Ixhuatlán de Madero,Veracruz de Ignacio de la Llave
2053,30,105,Medellín de Bravo,Veracruz de Ignacio de la Llave
2054,30,032,Catemaco,Veracruz de Ignacio de la Llave
2055,30,173,Tezonapa,Veracruz de Ignacio de la Llave
2056,30,123,Pánuco,Veracruz de Ignacio de la Llave
2057,30,023,Atzalan,Veracruz de Ignacio de la Llave
2058,30,121,Ozuluama de Mascareñas,Veracruz de Ignacio de la Llave
2059,30,172,Texistepec,Veracruz de Ignacio de la Llave
2060,30,071,Huatusco,Veracruz de Ignacio de la Llave
2061,30,157,Castillo de Teayo,Veracruz de Ignacio de la Llave
2062,30,122,Pajapan,Veracruz de Ignacio de la Llave
2063,30,183,Tlapacoyan,Veracruz de Ignacio de la Llave
2064,30,077,Isla,Veracruz de Ignacio de la Llave
2065,30,152,Tampico Alto,Veracruz de Ignacio de la Llave
2066,30,033,Cazones de Herrera,Veracruz de Ignacio de la Llave
2067,30,089,Jáltipan,Veracruz de Ignacio de la Llave
2068,30,070,Hidalgotitlán,Veracruz de Ignacio de la Llave
2069,30,056,Chiconamel,Veracruz de Ignacio de la Llave
2070,30,130,Playa Vicente,Veracruz de Ignacio de la Llave
2071,30,128,Perote,Veracruz de Ignacio de la Llave
2072,30,174,Tierra Blanca,Veracruz de Ignacio de la Llave
2073,30,066,Espinal,Veracruz de Ignacio de la Llave
2074,30,011,Alvarado,Veracruz de Ignacio de la Llave
2075,30,040,Coatzintla,Veracruz de Ignacio de la Llave
2076,30,045,Cosamaloapan de Carpio,Veracruz de Ignacio de la Llave
2077,30,053,Cuitláhuac,Veracruz de Ignacio de la Llave
2078,30,200,Zentla,Veracruz de Ignacio de la Llave
2079,30,024,Tlaltetela,Veracruz de Ignacio de la Llave
2080,30,209,Tatahuicapan de Juárez,Veracruz de Ignacio de la Llave
2081,30,160,Álamo Temapache,Veracruz de Ignacio de la Llave
2082,30,129,Platón Sánchez,Veracruz de Ignacio de la Llave
2083,30,098,Magdalena,Veracruz de Ignacio de la Llave
2084,30,030,Camerino Z. Mendoza,Veracruz de Ignacio de la Llave
2085,30,192,Vega de Alatorre,Veracruz de Ignacio de la Llave
2086,30,049,Cotaxtla,Veracruz de Ignacio de la Llave
2087,30,019,Astacinga,Veracruz de Ignacio de la Llave
2088,30,206,Nanchital de Lázaro Cárdenas del Río,Veracruz de Ignacio de la Llave
2089,30,093,Jilotepec,Veracruz de Ignacio de la Llave
2090,30,082,Ixhuatlán del Sureste,Veracruz de Ignacio de la Llave
2091,30,069,Gutiérrez Zamora,Veracruz de Ignacio de la Llave
2092,30,110,Mixtla de Altamirano,Veracruz de Ignacio de la Llave
2093,30,111,Moloacán,Veracruz de Ignacio de la Llave
2094,30,191,Ursulo Galván,Veracruz de Ignacio de la Llave
2095,30,114,Nautla,Veracruz de Ignacio de la Llave
2096,30,065,Emiliano Zapata,Veracruz de Ignacio de la Llave
2097,30,012,Amatitlán,Veracruz de Ignacio de la Llave
2098,30,197,Yecuatla,Veracruz de Ignacio de la Llave
2099,30,115,Nogales,Veracruz de Ignacio de la Llave
2100,30,195,Xoxocotla,Veracruz de Ignacio de la Llave
2101,30,186,Tomatlán,Veracruz de Ignacio de la Llave
2102,30,022,Atzacan,Veracruz de Ignacio de la Llave
2103,30,119,Otatitlán,Veracruz de Ignacio de la Llave
2104,30,137,Los Reyes,Veracruz de Ignacio de la Llave
2105,30,097,Lerdo de Tejada,Veracruz de Ignacio de la Llave
2106,30,146,Sochiapa,Veracruz de Ignacio de la Llave
2107,30,026,Banderilla,Veracruz de Ignacio de la Llave
2108,30,187,Tonayán,Veracruz de Ignacio de la Llave
2109,30,006,Acultzingo,Veracruz de Ignacio de la Llave
2110,30,046,Cosautlán de Carvajal,Veracruz de Ignacio de la Llave
2111,30,017,Apazapan,Veracruz de Ignacio de la Llave
2112,30,153,Tancoco,Veracruz de Ignacio de la Llave
2113,30,001,Acajete,Veracruz de Ignacio de la Llave
2114,30,165,Tepatlaxco,Veracruz de Ignacio de la Llave
2115,30,103,Mecatlán,Veracruz de Ignacio de la Llave
2116,30,159,Tehuipango,Veracruz de Ignacio de la Llave
2117,30,106,Miahuatlán,Veracruz de Ignacio de la Llave
2118,30,203,Zozocolco de Hidalgo,Veracruz de Ignacio de la Llave
2119,30,035,Citlaltépetl,Veracruz de Ignacio de la Llave
2120,30,064,Chumatlán,Veracruz de Ignacio de la Llave
2121,30,044,Córdoba,Veracruz de Ignacio de la Llave
2122,30,025,Ayahualulco,Veracruz de Ignacio de la Llave
2123,30,078,Ixcatepec,Veracruz de Ignacio de la Llave
2124,30,109,Misantla,Veracruz de Ignacio de la Llave
2125,30,133,Pueblo Viejo,Veracruz de Ignacio de la Llave
2126,30,090,Jamapa,Veracruz de Ignacio de la Llave
2127,30,062,Chocamán,Veracruz de Ignacio de la Llave
2128,30,099,Maltrata,Veracruz de Ignacio de la Llave
2129,30,028,Boca del Río,Veracruz de Ignacio de la Llave
2130,30,194,Villa Aldama,Veracruz de Ignacio de la Llave
2131,30,034,Cerro Azul,Veracruz de Ignacio de la Llave
2132,30,132,Las Vigas de Ramírez,Veracruz de Ignacio de la Llave
2133,30,185,Tlilapan,Veracruz de Ignacio de la Llave
2134,30,096,Landero y Coss,Veracruz de Ignacio de la Llave
2135,30,139,Saltabarranca,Veracruz de Ignacio de la Llave
2136,30,135,Rafael Delgado,Veracruz de Ignacio de la Llave
2137,30,009,Alto Lucero de Gutiérrez Barrios,Veracruz de Ignacio de la Llave
2138,30,086,Jalacingo,Veracruz de Ignacio de la Llave
2139,30,039,Coatzacoalcos,Veracruz de Ignacio de la Llave
2140,30,207,Tres Valles,Veracruz de Ignacio de la Llave
2141,30,052,Cuichapa,Veracruz de Ignacio de la Llave
2142,30,167,Tepetzintla,Veracruz de Ignacio de la Llave
2143,30,131,Poza Rica de Hidalgo,Veracruz de Ignacio de la Llave
2144,30,076,Ilamatlán,Veracruz de Ignacio de la Llave
2145,30,104,Mecayapan,Veracruz de Ignacio de la Llave
2146,30,003,Acayucan,Veracruz de Ignacio de la Llave
2147,30,126,Paso de Ovejas,Veracruz de Ignacio de la Llave
2148,30,080,Ixhuatlán del Café,Veracruz de Ignacio de la Llave
2149,30,041,Coetzala,Veracruz de Ignacio de la Llave
2150,30,164,Teocelo,Veracruz de Ignacio de la Llave
2151,30,021,Atoyac,Veracruz de Ignacio de la Llave
2152,30,179,Tlacotepec de Mejía,Veracruz de Ignacio de la Llave
2153,30,067,Filomeno Mata,Veracruz de Ignacio de la Llave
2154,30,177,Tlacolulan,Veracruz de Ignacio de la Llave
2155,30,205,El Higo,Veracruz de Ignacio de la Llave
2156,30,050,Coxquihui,Veracruz de Ignacio de la Llave
2157,30,084,Ixmatlahuacan,Veracruz de Ignacio de la Llave
2158,30,204,Agua Dulce,Veracruz de Ignacio de la Llave
2159,30,166,Tepetlán,Veracruz de Ignacio de la Llave
2160,30,092,Xico,Veracruz de Ignacio de la Llave
2161,30,075,Ignacio de la Llave,Veracruz de Ignacio de la Llave
2162,30,176,Tlacojalpan,Veracruz de Ignacio de la Llave
2163,30,085,Ixtaczoquitlán,Veracruz de Ignacio de la Llave
2164,30,016,La Antigua,Veracruz de Ignacio de la Llave
2165,30,068,Fortín,Veracruz de Ignacio de la Llave
2166,30,020,Atlahuilco,Veracruz de Ignacio de la Llave
2167,30,193,Veracruz,Veracruz de Ignacio de la Llave
2168,30,151,Tamiahua,Veracruz de Ignacio de la Llave
2169,31,057,Panabá,Yucatán
2170,31,022,Chikindzonot,Yucatán
2171,31,060,Quintana Roo,Yucatán
2172,31,044,Kinchil,Yucatán
2173,31,071,Sudzal,Yucatán
2174,31,052,Motul,Yucatán
2175,31,089,Ticul,Yucatán
2176,31,036,Homún,Yucatán
2177,31,028,Dzilam de Bravo,Yucatán
2178,31,018,Chapab,Yucatán
2179,31,073,Tahdziú,Yucatán
2180,31,021,Chichimilá,Yucatán
2181,31,100,Ucú,Yucatán
2182,31,077,Tekal de Venegas,Yucatán
2183,31,003,Akil,Yucatán
2184,31,063,Samahil,Yucatán
2185,31,015,Cuzamá,Yucatán
2186,31,086,Tepakán,Yucatán
2187,31,045,Kopomá,Yucatán
2188,31,009,Cansahcab,Yucatán
2189,31,079,Tekax,Yucatán
2190,31,058,Peto,Yucatán
2191,31,014,Cuncunul,Yucatán
2192,31,081,Tekom,Yucatán
2193,31,029,Dzilam González,Yucatán
2194,31,040,Izamal,Yucatán
2195,31,049,Mayapán,Yucatán
2196,31,104,Yaxcabá,Yucatán
2197,31,074,Tahmek,Yucatán
2198,31,101,Umán,Yucatán
2199,31,007,Cacalchén,Yucatán
2200,31,008,Calotmul,Yucatán
2201,31,024,Chumayel,Yucatán
2202,31,105,Yaxkukul,Yucatán
2203,31,065,San Felipe,Yucatán
2204,31,099,Uayma,Yucatán
2205,31,019,Chemax,Yucatán
2206,31,076,Tecoh,Yucatán
2207,31,085,Temozón,Yucatán
2208,31,091,Tinum,Yucatán
2209,31,032,Espita,Yucatán
2210,31,042,Kantunil,Yucatán
2211,31,002,Acanceh,Yucatán
2212,31,094,Tixmehuac,Yucatán
2213,31,087,Tetiz,Yucatán
2214,31,054,Muxupip,Yucatán
2215,31,017,Chankom,Yucatán
2216,31,093,Tixkokob,Yucatán
2217,31,034,Hocabá,Yucatán
2218,31,043,Kaua,Yucatán
2219,31,092,Tixcacalcupul,Yucatán
2220,31,048,Maxcanú,Yucatán
2221,31,012,Cenotillo,Yucatán
2222,31,067,Seyé,Yucatán
2223,31,075,Teabo,Yucatán
2224,31,069,Sotuta,Yucatán
2225,31,041,Kanasín,Yucatán
2226,31,039,Ixil,Yucatán
2227,31,006,Buctzotz,Yucatán
2228,31,016,Chacsinkín,Yucatán
2229,31,030,Dzitás,Yucatán
2230,31,051,Mocochá,Yucatán
2231,31,072,Suma,Yucatán
2232,31,082,Telchac Pueblo,Yucatán
2233,31,005,Bokobá,Yucatán
2234,31,035,Hoctún,Yucatán
2235,31,004,Baca,Yucatán
2236,31,070,Sucilá,Yucatán
2237,31,056,Oxkutzcab,Yucatán
2238,31,098,Tzucacab,Yucatán
2239,31,064,Sanahcat,Yucatán
2240,31,083,Telchac Puerto,Yucatán
2241,31,084,Temax,Yucatán
2242,31,055,Opichén,Yucatán
2243,31,026,Dzemul,Yucatán
2244,31,080,Tekit,Yucatán
2245,31,020,Chicxulub Pueblo,Yucatán
2246,31,046,Mama,Yucatán
2247,31,053,Muna,Yucatán
2248,31,066,Santa Elena,Yucatán
2249,31,023,Chocholá,Yucatán
2250,31,078,Tekantó,Yucatán
2251,31,037,Huhí,Yucatán
2252,31,027,Dzidzantún,Yucatán
2253,31,095,Tixpéhual,Yucatán
2254,31,033,Halachó,Yucatán
2255,31,025,Dzán,Yucatán
2256,31,038,Hunucmá,Yucatán
2257,31,013,Conkal,Yucatán
2258,31,090,Timucuy,Yucatán
2259,31,062,Sacalum,Yucatán
2260,31,010,Cantamayec,Yucatán
2261,31,001,Abalá,Yucatán
2262,31,047,Maní,Yucatán
2263,31,068,Sinanché,Yucatán
2264,31,061,Río Lagartos,Yucatán
2265,31,096,Tizimín,Yucatán
2266,31,050,Mérida,Yucatán
2267,31,102,Valladolid,Yucatán
2268,31,088,Teya,Yucatán
2269,31,106,Yobaín,Yucatán
2270,31,103,Xocchel,Yucatán
2271,31,031,Dzoncauich,Yucatán
2272,31,097,Tunkás,Yucatán
2273,31,059,Progreso,Yucatán
2274,31,011,Celestún,Yucatán
2275,32,008,Cuauhtémoc,Zacatecas
2276,32,027,Melchor Ocampo,Zacatecas
2277,32,023,Juchipila,Zacatecas
2278,32,030,Momax,Zacatecas
2279,32,029,Miguel Auza,Zacatecas
2280,32,002,Apulco,Zacatecas
2281,32,007,Concepción del Oro,Zacatecas
2282,32,056,Zacatecas,Zacatecas
2283,32,022,Juan Aldama,Zacatecas
2284,32,054,Villa Hidalgo,Zacatecas
2285,32,043,Susticacán,Zacatecas
2286,32,035,Noria de Ángeles,Zacatecas
2287,32,037,Pánuco,Zacatecas
2288,32,045,Tepechitlán,Zacatecas
2289,32,016,General Pánfilo Natera,Zacatecas
2290,32,053,Villa González Ortega,Zacatecas
2291,32,042,Sombrerete,Zacatecas
2292,32,051,Villa de Cos,Zacatecas
2293,32,013,General Enrique Estrada,Zacatecas
2294,32,036,Ojocaliente,Zacatecas
2295,32,025,Luis Moya,Zacatecas
2296,32,001,Apozol,Zacatecas
2297,32,006,Cañitas de Felipe Pescador,Zacatecas
2298,32,003,Atolinga,Zacatecas
2299,32,032,Morelos,Zacatecas
2300,32,041,El Salvador,Zacatecas
2301,32,005,Calera,Zacatecas
2302,32,024,Loreto,Zacatecas
2303,32,052,Villa García,Zacatecas
2304,32,050,Vetagrande,Zacatecas
2305,32,028,Mezquital del Oro,Zacatecas
2306,32,040,Sain Alto,Zacatecas
2307,32,034,Nochistlán de Mejía,Zacatecas
2308,32,015,El Plateado de Joaquín Amaro,Zacatecas
2309,32,014,General Francisco R. Murguía,Zacatecas
2310,32,047,Teúl de González Ortega,Zacatecas
2311,32,049,Valparaíso,Zacatecas
2312,32,009,Chalchihuites,Zacatecas
2313,32,018,Huanusco,Zacatecas
2314,32,038,Pinos,Zacatecas
2315,32,039,Río Grande,Zacatecas
2316,32,011,Trinidad García de la Cadena,Zacatecas
2317,32,017,Guadalupe,Zacatecas
2318,32,044,Tabasco,Zacatecas
2319,32,048,Tlaltenango de Sánchez Román,Zacatecas
2320,32,026,Mazapil,Zacatecas
2321,32,021,Jiménez del Teul,Zacatecas
2322,32,031,Monte Escobedo,Zacatecas
2323,32,010,Fresnillo,Zacatecas
2324,32,046,Tepetongo,Zacatecas
2325,32,033,Moyahua de Estrada,Zacatecas
2326,32,055,Villanueva,Zacatecas
2327,32,012,Genaro Codina,Zacatecas
2328,32,020,Jerez,Zacatecas
2329,32,004,Benito Juárez,Zacatecas
2330,32,057,Trancoso,Zacatecas
2331,32,019,Jalpa,Zacatecas
2332,32,058,Santa María de la Paz,Zacatecas
2333,15,001,Acambay de Ruíz Castañeda,México
2334,15,002,Acolman,México
2335,15,003,Aculco,México
2336,15,004,Almoloya de Alquisiras,México
2337,15,005,Almoloya de Juárez,México
2338,15,006,Almoloya del Río,México
2339,15,007,Amanalco,México
2340,15,008,Amatepec,México
2341,15,009,Amecameca,México
2342,15,010,Apaxco,México
2343,15,011,Atenco,México
2344,15,012,Atizapán,México
2345,15,013,Atizapán de Zaragoza,México
2346,15,014,Atlacomulco,México
2347,15,015,Atlautla,México
2348,15,016,Axapusco,México
2349,15,017,Ayapango,México
2350,15,018,Calimaya,México
2351,15,019,Capulhuac,México
2352,15,020,Coacalco de Berriozábal,México
2353,15,022,Cocotitlán,México
2354,15,023,Coyotepec,México
2355,15,024,Cuautitlán,México
2356,15,025,Chalco,México
2357,15,026,Chapa de Mota,México
2358,15,027,Chapultepec,México
2359,15,028,Chiautla,México
2360,15,029,Chicoloapan,México
2361,15,030,Chiconcuac,México
2362,15,031,Chimalhuacán,México
2363,15,032,Donato Guerra,México
2364,15,033,Ecatepec de Morelos,México
2365,15,034,Ecatzingo,México
2366,15,035,Huehuetoca,México
2367,15,036,Hueypoxtla,México
2368,15,037,Huixquilucan,México
2369,15,038,Isidro Fabela,México
2370,15,039,Ixtapaluca,México
2371,15,040,Ixtapan de la Sal,México
2372,15,041,Ixtapan del Oro,México
2373,15,042,Ixtlahuaca,México
2374,15,043,Xalatlaco,México
2375,15,044,Jaltenco,México
2376,15,045,Jilotepec,México
2377,15,046,Jilotzingo,México
2378,15,047,Jiquipilco,México
2379,15,048,Jocotitlán,México
2380,15,049,Joquicingo,México
2381,15,050,Juchitepec,México
2382,15,051,Lerma,México
2383,15,052,Malinalco,México
2384,15,053,Melchor Ocampo,México
2385,15,054,Metepec,México
2386,15,055,Mexicaltzingo,México
2387,15,056,Morelos,México
2388,15,057,Naucalpan de Juárez,México
2389,15,059,Nextlalpan,México
2390,15,060,Nicolás Romero,México
2391,15,061,Nopaltepec,México
2392,15,062,Ocoyoacac,México
2393,15,063,Ocuilan,México
2394,15,064,El Oro,México
2395,15,065,Otumba,México
2396,15,066,Otzoloapan,México
2397,15,068,Ozumba,México
2398,15,069,Papalotla,México
2399,15,070,La Paz,México
2400,15,071,Polotitlán,México
2401,15,072,Rayón,México
2402,15,073,San Antonio la Isla,México
2403,15,074,San Felipe del Progreso,México
2404,15,075,San Martín de las Pirámides,México
2405,15,076,San Mateo Atenco,México
2406,15,077,San Simón de Guerrero,México
2407,15,078,Santo Tomás,México
2408,15,079,Soyaniquilpan de Juárez,México
2409,15,080,Sultepec,México
2410,15,081,Tecámac,México
2411,15,082,Tejupilco,México
2412,15,083,Temamatla,México
2413,15,084,Temascalapa,México
2414,15,085,Temascalcingo,México
2415,15,088,Tenancingo,México
2416,15,089,Tenango del Aire,México
2417,15,091,Teoloyucan,México
2418,15,092,Teotihuacán,México
2419,15,093,Tepetlaoxtoc,México
2420,15,094,Tepetlixpa,México
2421,15,095,Tepotzotlán,México
2422,15,096,Tequixquiac,México
2423,15,098,Texcalyacac,México
2424,15,099,Texcoco,México
2425,15,100,Tezoyuca,México
2426,15,101,Tianguistenco,México
2427,15,102,Timilpan,México
2428,15,103,Tlalmanalco,México
2429,15,104,Tlalnepantla de Baz,México
2430,15,105,Tlatlaya,México
2431,15,107,Tonatico,México
2432,15,108,Tultepec,México
2433,15,109,Tultitlán,México
2434,15,110,Valle de Bravo,México
2435,15,111,Villa de Allende,México
2436,15,112,Villa del Carbón,México
2437,15,114,Villa Victoria,México
2438,15,116,Zacazonapan,México
2439,15,117,Zacualpan,México
2440,15,118,Zinacantepec,México
2441,15,119,Zumpahuacán,México
2442,15,120,Zumpango,México
2443,15,121,Cuautitlán Izcalli,México
2444,15,122,Valle de Chalco Solidaridad,México
2445,15,123,Luvianos,México
2446,15,124,San José del Rincón,México
2447,15,125,Tonanitla,México
2448,15,115,Xonacatlán,México
2449,15,021,Coatepec Harinas,México
2450,15,113,Villa Guerrero,México
2451,15,086,Temascaltepec,México
2452,15,097,Texcaltitlán,México
2453,15,087,Temoaya,México
2454,15,067,Otzolotepec,México
2455,15,090,Tenango del Valle,México
2456,15,106,Toluca,México
2457,15,058,Nezahualcóyotl,México
